"code","title","country"
"44421","Outdoor Power Equipment Stores","all"
"444210","Outdoor Power Equipment Stores","all"
"44422","Nursery Stores and Garden Centres","all"
"444220","Nursery Stores and Garden Centres","all"
"445","Food and Beverage Stores","all"
"4451","Grocery Stores","all"
"44511","Supermarkets and Other Grocery (except Convenience) Stores","all"
"445110","Supermarkets and Other Grocery (except Convenience) Stores","all"
"44512","Convenience Stores","all"
"445120","Convenience Stores","all"
"4452","Specialty Food Stores","all"
"44521","Meat Markets","all"
"445210","Meat Markets","all"
"44522","Fish and Seafood Markets","all"
"445220","Fish and Seafood Markets","all"
"44523","Fruit and Vegetable Markets","all"
"445230","Fruit and Vegetable Markets","all"
"44529","Other Specialty Food Stores","all"
"445291","Baked Goods Stores","all"
"445292","Confectionery and Nut Stores","all"
"445299","All Other Specialty Food Stores","all"
"4453","Beer, Wine and Liquor Stores","all"
"44531","Beer, Wine and Liquor Stores","all"
"445310","Beer, Wine and Liquor Stores","all"
"446","Health and Personal Care Stores","all"
"4461","Health and Personal Care Stores","all"
"44611","Pharmacies and Drug Stores","all"
"446110","Pharmacies and Drug Stores","all"
"44612","Cosmetics, Beauty Supplies and Perfume Stores","all"
"446120","Cosmetics, Beauty Supplies and Perfume Stores","all"
"44613","Optical Goods Stores","all"
"446130","Optical Goods Stores","all"
"44619","Other Health and Personal Care Stores","all"
"446191","Food (Health) Supplement Stores","all"
"446199","All Other Health and Personal Care Stores","all"
"447","Gasoline Stations","all"
"4471","Gasoline Stations","all"
"44711","Gasoline Stations with Convenience Stores","all"
"447110","Gasoline Stations with Convenience Stores","all"
"44719","Other Gasoline Stations","all"
"447190","Other Gasoline Stations","all"
"448","Clothing and Clothing Accessories Stores","all"
"4481","Clothing Stores","all"
"44811","Men's Clothing Stores","all"
"448110","Men's Clothing Stores","all"
"44812","Women's Clothing Stores","all"
"448120","Women's Clothing Stores","all"
"44813","Children's and Infants' Clothing Stores","all"
"448130","Children's and Infants' Clothing Stores","all"
"44814","Family Clothing Stores","all"
"448140","Family Clothing Stores","all"
"44815","Clothing Accessories Stores","all"
"448150","Clothing Accessories Stores","all"
"44819","Other Clothing Stores","all"
"448190","Other Clothing Stores","US"
"448191","Fur Stores","CAN"
"448199","All Other Clothing Stores","CAN"
"4482","Shoe Stores","all"
"44821","Shoe Stores","all"
"448210","Shoe Stores","all"
"4483","Jewellery, Luggage and Leather Goods Stores","all"
"44831","Jewellery Stores","all"
"448310","Jewellery Stores","all"
"44832","Luggage and Leather Goods Stores","all"
"448320","Luggage and Leather Goods Stores","all"
"451","Sporting Goods, Hobby, Book and Music Stores","all"
"4511","Sporting Goods, Hobby and Musical Instrument Stores","all"
"45111","Sporting Goods Stores","all"
"451110","Sporting Goods Stores","all"
"45112","Hobby, Toy and Game Stores","all"
"451120","Hobby, Toy and Game Stores","all"
"45113","Sewing, Needlework and Piece Goods Stores","all"
"451130","Sewing, Needlework and Piece Goods Stores","all"
"45114","Musical Instrument and Supplies Stores","all"
"451140","Musical Instrument and Supplies Stores","all"
"4512","Book, Periodical and Music Stores","all"
"45121","Book Stores and News Dealers","all"
"451210","Book Stores and News Dealers","CAN"
"451211","Book Stores","US"
"451212","News Dealers and Newsstands","US"
"45122","Pre-Recorded Tape, Compact Disc and Record Stores","all"
"451220","Pre-Recorded Tape, Compact Disc and Record Stores","all"
"452","General Merchandise Stores","all"
"4521","Department Stores","all"
"45211","Department Stores","all"
"452110","Department Stores","CAN"
"452111","Department Stores (except Discount Department Stores)","US"
"452112","Discount Department Stores","US"
"4529","Other General Merchandise Stores","all"
"45291","Warehouse Clubs and Superstores","all"
"452910","Warehouse Clubs and Superstores","all"
"45299","All Other General Merchandise Stores","all"
"452990","All Other General Merchandise Stores","US"
"452991","Home and Auto Supplies Stores","CAN"
"452999","All Other Miscellaneous General Merchandise Stores","CAN"
"453","Miscellaneous Store Retailers","all"
"4531","Florists","all"
"45311","Florists","all"
"453110","Florists","all"
"4532","Office Supplies, Stationery and Gift Stores","all"
"45321","Office Supplies and Stationery Stores","all"
"453210","Office Supplies and Stationery Stores","all"
"45322","Gift, Novelty and Souvenir Stores","all"
"453220","Gift, Novelty and Souvenir Stores","all"
"4533","Used Merchandise Stores","all"
"45331","Used Merchandise Stores","all"
"453310","Used Merchandise Stores","all"
"4539","Other Miscellaneous Store Retailers","all"
"45391","Pet and Pet Supplies Stores","all"
"453910","Pet and Pet Supplies Stores","all"
"45392","Art Dealers","all"
"453920","Art Dealers","all"
"45393","Mobile Home Dealers","all"
"453930","Mobile Home Dealers","all"
"45399","All Other Miscellaneous Store Retailers","all"
"453991","Tobacco Stores","US"
"453992","Beer and Wine-Making Supplies Stores","CAN"
"453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","US"
"453999","All Other Miscellaneous Store Retailers (except Beer and Wine-Making Supplies Stores)","CAN"
"454","Non-Store Retailers","all"
"4541","Electronic Shopping and Mail-Order Houses","all"
"45411","Electronic Shopping and Mail-Order Houses","all"
"454110","Electronic Shopping and Mail-Order Houses","CAN"
"454111","Electronic Shopping","US"
"454112","Electronic Auctions","US"
"454113","Mail-Order Houses","US"
"4542","Vending Machine Operators","all"
"45421","Vending Machine Operators","all"
"454210","Vending Machine Operators","all"
"4543","Direct Selling Establishments","all"
"45431","Fuel Dealers","all"
"454310","Fuel Dealers","CAN"
"454311","Heating Oil Dealers","US"
"454312","Liquefied Petroleum Gas (Bottled Gas) Dealers","US"
"454319","Other Fuel Dealers","US"
"45439","Other Direct Selling Establishments","all"
"454390","Other Direct Selling Establishments","all"
"48-49","Transportation and Warehousing","all"
"481","Air Transportation","all"
"4811","Scheduled Air Transportation","all"
"48111","Scheduled Air Transportation","all"
"481110","Scheduled Air Transportation","CAN"
"481111","Scheduled Passenger Air Transportation","US"
"481112","Scheduled Freight Air Transportation","US"
"4812","Non-Scheduled Air Transportation","all"
"48121","Non-Scheduled Air Transportation","all"
"481211","Nonscheduled Chartered Passenger Air Transportation","US"
"481212","Nonscheduled Chartered Freight Air Transportation","US"
"481214","Non-Scheduled Chartered Air Transportation","CAN"
"481215","Non-Scheduled Specialty Flying Services","CAN"
"481219","Other Nonscheduled Air Transportation","US"
"482","Rail Transportation","all"
"4821","Rail Transportation","all"
"48211","Rail Transportation","all"
"482111","Line-Haul Railroads","US"
"482112","Short-Haul Freight Rail Transportation","all"
"482113","Mainline Freight Rail Transportation","CAN"
"482114","Passenger Rail Transportation","CAN"
"483","Water Transportation","all"
"4831","Deep Sea, Coastal and Great Lakes Water Transportation","all"
"48311","Deep Sea, Coastal and Great Lakes Water Transportation","all"
"483111","Deep Sea Freight Transportation","US"
"483112","Deep Sea Passenger Transportation","US"
"483113","Coastal and Great Lakes Freight Transportation","US"
"483114","Coastal and Great Lakes Passenger Transportation","US"
"483115","Deep Sea, Coastal and Great Lakes Water Transportation (except by Ferries)","CAN"
"483116","Deep Sea, Coastal and Great Lakes Water Transportation by Ferries","CAN"
"4832","Inland Water Transportation","all"
"48321","Inland Water Transportation","all"
"483211","Inland Water Freight Transportation","US"
"483212","Inland Water Passenger Transportation","US"
"483213","Inland Water Transportation (except by Ferries)","CAN"
"483214","Inland Water Transportation by Ferries","CAN"
"484","Truck Transportation","all"
"4841","General Freight Trucking","all"
"48411","General Freight Trucking, Local","all"
"484110","General Freight Trucking, Local","all"
"48412","General Freight Trucking, Long Distance","all"
"484121","General Freight Trucking, Long Distance, Truck-Load","all"
"484122","General Freight Trucking, Long Distance, Less Than Truck-Load","all"
"4842","Specialized Freight Trucking","all"
"48421","Used Household and Office Goods Moving","all"
"484210","Used Household and Office Goods Moving","all"
"48422","Specialized Freight (except Used Goods) Trucking, Local","all"
"484220","Specialized Freight (except Used Goods) Trucking, Local","US"
"484221","Bulk Liquids Trucking, Local","CAN"
"484222","Dry Bulk Materials Trucking, Local","CAN"
"484223","Forest Products Trucking, Local","CAN"
"484229","Other Specialized Freight (except Used Goods) Trucking, Local","CAN"
"48423","Specialized Freight (except Used Goods) Trucking, Long Distance","all"
"484230","Specialized Freight (except Used Goods) Trucking, Long-Distance","US"
"484231","Bulk Liquids Trucking, Long Distance","CAN"
"484232","Dry Bulk Materials Trucking, Long Distance","CAN"
"484233","Forest Products Trucking, Long Distance","CAN"
"484239","Other Specialized Freight (except Used Goods) Trucking, Long Distance","CAN"
"485","Transit and Ground Passenger Transportation","all"
"4851","Urban Transit Systems","all"
"48511","Urban Transit Systems","all"
"485110","Urban Transit Systems","CAN"
"485111","Mixed Mode Transit Systems","US"
"485112","Commuter Rail Systems","US"
"485113","Bus and Other Motor Vehicle Transit Systems","US"
"485119","Other Urban Transit Systems","US"
"4852","Interurban and Rural Bus Transportation","all"
"48521","Interurban and Rural Bus Transportation","all"
"485210","Interurban and Rural Bus Transportation","all"
"4853","Taxi and Limousine Service","all"
"48531","Taxi Service","all"
"485310","Taxi Service","all"
"48532","Limousine Service","all"
"485320","Limousine Service","all"
"4854","School and Employee Bus Transportation","all"
"48541","School and Employee Bus Transportation","all"
"485410","School and Employee Bus Transportation","all"
"4855","Charter Bus Industry","all"
"48551","Charter Bus Industry","all"
"485510","Charter Bus Industry","all"
"4859","Other Transit and Ground Passenger Transportation","all"
"48599","Other Transit and Ground Passenger Transportation","all"
"485990","Other Transit and Ground Passenger Transportation","CAN"
"485991","Special Needs Transportation","US"
"485999","All Other Transit and Ground Passenger Transportation","US"
"486","Pipeline Transportation","all"
"4861","Pipeline Transportation of Crude Oil","all"
"48611","Pipeline Transportation of Crude Oil","all"
"486110","Pipeline Transportation of Crude Oil","all"
"4862","Pipeline Transportation of Natural Gas","all"
"48621","Pipeline Transportation of Natural Gas","all"
"486210","Pipeline Transportation of Natural Gas","all"
"4869","Other Pipeline Transportation","all"
"48691","Pipeline Transportation of Refined Petroleum Products","all"
"486910","Pipeline Transportation of Refined Petroleum Products","all"
"48699","All Other Pipeline Transportation","all"
"486990","All Other Pipeline Transportation","all"
"487","Scenic and Sightseeing Transportation","all"
"4871","Scenic and Sightseeing Transportation, Land","all"
"48711","Scenic and Sightseeing Transportation, Land","all"
"487110","Scenic and Sightseeing Transportation, Land","all"
"4872","Scenic and Sightseeing Transportation, Water","all"
"48721","Scenic and Sightseeing Transportation, Water","all"
"487210","Scenic and Sightseeing Transportation, Water","all"
"4879","Scenic and Sightseeing Transportation, Other","all"
"48799","Scenic and Sightseeing Transportation, Other","all"
"487990","Scenic and Sightseeing Transportation, Other","all"
"488","Support Activities for Transportation","all"
"4881","Support Activities for Air Transportation","all"
"48811","Airport Operations","all"
"488111","Air Traffic Control","all"
"488119","Other Airport Operations","all"
"48819","Other Support Activities for Air Transportation","all"
"488190","Other Support Activities for Air Transportation","all"
"4882","Support Activities for Rail Transportation","all"
"48821","Support Activities for Rail Transportation","all"
"488210","Support Activities for Rail Transportation","all"
"4883","Support Activities for Water Transportation","all"
"48831","Port and Harbour Operations","all"
"488310","Port and Harbour Operations","all"
"48832","Marine Cargo Handling","all"
"488320","Marine Cargo Handling","all"
"48833","Navigational Services to Shipping","all"
"488330","Navigational Services to Shipping","US"
"488331","Marine Salvage Services","CAN"
"488332","Ship Piloting Services","CAN"
"488339","Other Navigational Services to Shipping","CAN"
"48839","Other Support Activities for Water Transportation","all"
"488390","Other Support Activities for Water Transportation","all"
"4884","Support Activities for Road Transportation","all"
"48841","Motor Vehicle Towing","all"
"488410","Motor Vehicle Towing","all"
"48849","Other Support Activities for Road Transportation","all"
"488490","Other Support Activities for Road Transportation","all"
"4885","Freight Transportation Arrangement","all"
"48851","Freight Transportation Arrangement","all"
"488510","Freight Transportation Arrangement","US"
"488511","Marine Shipping Agencies","CAN"
"488519","Other Freight Transportation Arrangement","CAN"
"4889","Other Support Activities for Transportation","all"
"48899","Other Support Activities for Transportation","all"
"488990","Other Support Activities for Transportation","CAN"
"488991","Packing and Crating","US"
"488999","All Other Support Activities for Transportation","US"
"491","Postal Service","all"
"4911","Postal Service","all"
"49111","Postal Service","all"
"491110","Postal Service","all"
"492","Couriers and Messengers","all"
"4921","Couriers","all"
"49211","Couriers","all"
"492110","Couriers","all"
"4922","Local Messengers and Local Delivery","all"
"49221","Local Messengers and Local Delivery","all"
"492210","Local Messengers and Local Delivery","all"
"493","Warehousing and Storage","all"
"4931","Warehousing and Storage","all"
"49311","General Warehousing and Storage","all"
"493110","General Warehousing and Storage","all"
"49312","Refrigerated Warehousing and Storage","all"
"493120","Refrigerated Warehousing and Storage","all"
"49313","Farm Product Warehousing and Storage","all"
"493130","Farm Product Warehousing and Storage","all"
"49319","Other Warehousing and Storage","all"
"493190","Other Warehousing and Storage","all"
"51","Information and Cultural Industries","all"
"511","Publishing Industries (except Internet)","all"
"5111","Newspaper, Periodical, Book and Directory Publishers","all"
"51111","Newspaper Publishers","all"
"511110","Newspaper Publishers","all"
"51112","Periodical Publishers","all"
"511120","Periodical Publishers","all"
"51113","Book Publishers","all"
"511130","Book Publishers","all"
"51114","Directory and Mailing List Publishers","all"
"511140","Directory and Mailing List Publishers","all"
"51119","Other Publishers","all"
"511190","Other Publishers","CAN"
"511191","Greeting Card Publishers","US"
"511199","All Other Publishers","US"
"5112","Software Publishers","all"
"51121","Software Publishers","all"
"511210","Software Publishers","all"
"512","Motion Picture and Sound Recording Industries","all"
"5121","Motion Picture and Video Industries","all"
"51211","Motion Picture and Video Production","all"
"512110","Motion Picture and Video Production","all"
"51212","Motion Picture and Video Distribution","all"
"512120","Motion Picture and Video Distribution","all"
"51213","Motion Picture and Video Exhibition","all"
"512130","Motion Picture and Video Exhibition","CAN"
"512131","Motion Picture Theaters (except Drive-Ins)","US"
"512132","Drive-In Motion Picture Theaters","US"
"51219","Post-Production and Other Motion Picture and Video Industries","all"
"512190","Post-Production and Other Motion Picture and Video Industries","CAN"
"512191","Teleproduction and Other Postproduction Services","US"
"512199","Other Motion Picture and Video Industries","US"
"5122","Sound Recording Industries","all"
"51221","Record Production","all"
"512210","Record Production","all"
"51222","Integrated Record Production/Distribution","all"
"512220","Integrated Record Production/Distribution","all"
"51223","Music Publishers","all"
"512230","Music Publishers","all"
"51224","Sound Recording Studios","all"
"512240","Sound Recording Studios","all"
"51229","Other Sound Recording Industries","all"
"512290","Other Sound Recording Industries","all"
"515","Broadcasting (except Internet)","all"
"5151","Radio and Television Broadcasting","all"
"51511","Radio Broadcasting","all"
"515110","Radio Broadcasting","CAN"
"515111","Radio Networks","US"
"515112","Radio Stations","US"
"51512","Television Broadcasting","all"
"515120","Television Broadcasting","all"
"5152","Pay and Specialty Television","all"
"51521","Pay and Specialty Television","all"
"515210","Pay and Specialty Television","all"
"516","Internet Publishing and Broadcasting","all"
"5161","Internet Publishing and Broadcasting","all"
"51611","Internet Publishing and Broadcasting","all"
"516110","Internet Publishing and Broadcasting","all"
"517","Telecommunications","all"
"5171","Wired Telecommunications Carriers","all"
"51711","Wired Telecommunications Carriers","all"
"517110","Wired Telecommunications Carriers","all"
"5172","Wireless Telecommunications Carriers (except Satellite)","all"
"51721","Wireless Telecommunications Carriers (except Satellite)","all"
"517210","Wireless Telecommunications Carriers (except Satellite)","CAN"
"517211","Paging","US"
"517212","Cellular and Other Wireless Telecommunications","US"
"5173","Telecommunications Resellers","all"
"51731","Telecommunications Resellers","all"
"517310","Telecommunications Resellers","all"
"5174","Satellite Telecommunications","all"
"51741","Satellite Telecommunications","all"
"517410","Satellite Telecommunications","CAN"
"517410","Satellite Telecommunications","US"
"5175","Cable and Other Program Distribution","all"
"51751","Cable and Other Program Distribution","all"
"517510","Cable and Other Program Distribution","all"
"5179","Other Telecommunications","all"
"51791","Other Telecommunications","all"
"517910","Other Telecommunications","all"
"518","Internet Service Providers, Web Search Portals, and Data Processing Services","all"
"5181","Internet Service Providers, Web Search Portals","all"
"51811","Internet Service Providers, Web Search Portals","all"
"518111","Internet Service Providers","all"
"518112","Web Search Portals","all"
"5182","Data Processing, Hosting, and Related Services","all"
"51821","Data Processing, Hosting, and Related Services","all"
"518210","Data Processing, Hosting, and Related Services","all"
"519","Other Information Services","all"
"5191","Other Information Services","all"
"51911","News Syndicates","all"
"519110","News Syndicates","all"
"51912","Libraries and Archives","all"
"519120","Libraries and Archives","US"
"519121","Libraries","CAN"
"519122","Archives","CAN"
"51919","All Other Information Services","all"
"519190","All Other Information Services","all"
"52","Finance and Insurance","all"
"521","Monetary Authorities - Central Bank","all"
"5211","Monetary Authorities - Central Bank","all"
"52111","Monetary Authorities - Central Bank","all"
"521110","Monetary Authorities - Central Bank","all"
"522","Credit Intermediation and Related Activities","all"
"5221","Depository Credit Intermediation","all"
"52211","Banking","CAN"
"52211","Commercial Banking","US"
"522110","Commercial Banking","US"
"522111","Personal and Commercial Banking Industry","CAN"
"522112","Corporate and Institutional Banking Industry","CAN"
"52212","Savings Institutions","US"
"522120","Savings Institutions","US"
"52213","Local Credit Unions","all"
"522130","Local Credit Unions","all"
"52219","Other Depository Credit Intermediation","all"
"522190","Other Depository Credit Intermediation","all"
"5222","Non-Depository Credit Intermediation","all"
"52221","Credit Card Issuing","all"
"522210","Credit Card Issuing","all"
"52222","Sales Financing","all"
"522220","Sales Financing","all"
"52229","Other Non-Depository Credit Intermediation","all"
"522291","Consumer Lending","all"
"522292","Real Estate Credit","US"
"522293","International Trade Financing","US"
"522294","Secondary Market Financing","US"
"522298","All Other Nondepository Credit Intermediation","US"
"522299","All Other Non-Depository Credit Intermediation","CAN"
"5223","Activities Related to Credit Intermediation","all"
"52231","Mortgage and Non-mortgage Loan Brokers","all"
"522310","Mortgage and Non-mortgage Loan Brokers","all"
"52232","Financial Transactions Processing, Reserve and Clearing House Activities","all"
"522320","Financial Transactions Processing, Reserve, and Clearinghouse Activities","US"
"522321","Central Credit Unions","CAN"
"522329","Other Financial Transactions Processing and Clearing House Activities","CAN"
"52239","Other Activities Related to Credit Intermediation","all"
"522390","Other Activities Related to Credit Intermediation","all"
"523","Securities, Commodity Contracts, and Other Financial Investment and Related Activities","all"
"5231","Securities and Commodity Contracts Intermediation and Brokerage","all"
"52311","Investment Banking and Securities Dealing","all"
"523110","Investment Banking and Securities Dealing","all"
"52312","Securities Brokerage","all"
"523120","Securities Brokerage","all"
"52313","Commodity Contracts Dealing","all"
"523130","Commodity Contracts Dealing","all"
"52314","Commodity Contracts Brokerage","all"
"523140","Commodity Contracts Brokerage","all"
"5232","Securities and Commodity Exchanges","all"
"52321","Securities and Commodity Exchanges","all"
"523210","Securities and Commodity Exchanges","all"
"5239","Other Financial Investment Activities","all"
"52391","Miscellaneous Intermediation","all"
"523910","Miscellaneous Intermediation","all"
"52392","Portfolio Management","all"
"523920","Portfolio Management","all"
"52393","Investment Advice","all"
"523930","Investment Advice","all"
"52399","All Other Financial Investment Activities","all"
"523990","All Other Financial Investment Activities","CAN"
"523991","Trust, Fiduciary, and Custody Activities","US"
"523999","Miscellaneous Financial Investment Activities","US"
"524","Insurance Carriers and Related Activities","all"
"5241","Insurance Carriers","all"
"52411","Direct Life, Health and Medical Insurance Carriers","all"
"524111","Direct Individual Life, Health and Medical Insurance Carriers","CAN"
"524112","Direct Group Life, Health and Medical Insurance Carriers","CAN"
"524113","Direct Life Insurance Carriers","US"
"524114","Direct Health and Medical Insurance Carriers","US"
"52412","Direct Insurance (except Life, Health and Medical) Carriers","all"
"524121","Direct General Property and Casualty Insurance Carriers","CAN"
"524122","Direct, Private, Automobile Insurance Carriers","CAN"
"524123","Direct, Public, Automobile Insurance Carriers","CAN"
"524124","Direct Property Insurance Carriers","CAN"
"524125","Direct Liability Insurance Carriers","CAN"
"524126","Direct Property and Casualty Insurance Carriers","US"
"524127","Direct Title Insurance Carriers","US"
"524128","Other Direct Insurance (except Life, Health, and Medical) Carriers","US"
"524129","Other Direct Insurance (except Life, Health and Medical) Carriers","CAN"
"52413","Reinsurance Carriers","all"
"524130","Reinsurance Carriers","US"
"524131","Life Reinsurance Carriers","CAN"
"524132","Accident and Sickness Reinsurance Carriers","CAN"
"524133","Automobile Reinsurance Carriers","CAN"
"524134","Property Reinsurance Carriers","CAN"
"524135","Liability Reinsurance Carriers","CAN"
"524139","General and Other Reinsurance Carriers","CAN"
"5242","Agencies, Brokerages and Other Insurance Related Activities","all"
"52421","Insurance Agencies and Brokerages","all"
"524210","Insurance Agencies and Brokerages","all"
"52429","Other Insurance Related Activities","all"
"524291","Claims Adjusters","all"
"524292","Third Party Administration of Insurance and Pension Funds","US"
"524298","All Other Insurance Related Activities","US"
"524299","All Other Insurance Related Activities","CAN"
"525","Funds, Trusts, and Other Financial Vehicles","US"
"5251","Insurance and Employee Benefit Funds","US"
"52511","Pension Funds","US"
"525110","Pension Funds","US"
"52512","Health and Welfare Funds","US"
"525120","Health and Welfare Funds","US"
"52519","Other Insurance Funds","US"
"525190","Other Insurance Funds","US"
"5259","Other Investment Pools and Funds","US"
"52591","Open-End Investment Funds","US"
"525910","Open-End Investment Funds","US"
"52592","Trusts, Estates, and Agency Accounts","US"
"525920","Trusts, Estates, and Agency Accounts","US"
"52593","Real Estate Investment Trusts","US"
"525930","Real Estate Investment Trusts","US"
"52599","Other Financial Vehicles","US"
"525990","Other Financial Vehicles","US"
"526","Funds and Other Financial Vehicles","CAN"
"5261","Pension Funds","CAN"
"52611","Pension Funds","CAN"
"526111","Trusteed Pension Funds","CAN"
"526112","Non-Trusteed Pension Funds","CAN"
"5269","Other Funds and Financial Vehicles","CAN"
"52691","Open-End Investment Funds","CAN"
"526911","Equity Funds - Canadian","CAN"
"526912","Equity Funds - Foreign","CAN"
"526913","Mortgage Funds","CAN"
"526914","Money Market Funds","CAN"
"526915","Bond and Income / Dividend Funds - Canadian","CAN"
"526916","Bond and Income / Dividend Funds - Foreign","CAN"
"526917","Balanced Funds / Asset Allocation Funds","CAN"
"526919","Other Open-Ended Funds","CAN"
"52692","Mortgage Investment Funds","CAN"
"526920","Mortgage Investment Funds","CAN"
"52693","Segregated (except Pension) Funds","CAN"
"526930","Segregated (except Pension) Funds","CAN"
"52698","All Other Funds and Financial Vehicles","CAN"
"526981","Securitization Vehicles","CAN"
"526989","All Other Miscellaneous Funds and Financial Vehicles","CAN"
"53","Real Estate and Rental and Leasing","all"
"531","Real Estate","all"
"5311","Lessors of Real Estate","all"
"53111","Lessors of Residential Buildings and Dwellings","all"
"531110","Lessors of Residential Buildings and Dwellings","US"
"531111","Lessors of Residential Buildings and Dwellings (except Social Housing Projects)","CAN"
"531112","Lessors of Social Housing Projects","CAN"
"53112","Lessors of Non-Residential Buildings (except Mini-Warehouses)","all"
"531120","Lessors of Non-Residential Buildings (except Mini-Warehouses)","all"
"53113","Self-Storage Mini-Warehouses","all"
"531130","Self-Storage Mini-Warehouses","all"
"53119","Lessors of Other Real Estate Property","all"
"531190","Lessors of Other Real Estate Property","all"
"5312","Offices of Real Estate Agents and Brokers","all"
"53121","Offices of Real Estate Agents and Brokers","all"
"531210","Offices of Real Estate Agents and Brokers","all"
"5313","Activities Related to Real Estate","all"
"53131","Real Estate Property Managers","all"
"531310","Real Estate Property Managers","CAN"
"531311","Residential Property Managers","US"
"531312","Nonresidential Property Managers","US"
"53132","Offices of Real Estate Appraisers","all"
"531320","Offices of Real Estate Appraisers","all"
"53139","Other Activities Related to Real Estate","all"
"531390","Other Activities Related to Real Estate","all"
"532","Rental and Leasing Services","all"
"5321","Automotive Equipment Rental and Leasing","all"
"53211","Passenger Car Rental and Leasing","all"
"532111","Passenger Car Rental","all"
"532112","Passenger Car Leasing","all"
"53212","Truck, Utility Trailer and RV (Recreational Vehicle) Rental and Leasing","all"
"532120","Truck, Utility Trailer and RV (Recreational Vehicle) Rental and Leasing","all"
"5322","Consumer Goods Rental","all"
"53221","Consumer Electronics and Appliance Rental","all"
"532210","Consumer Electronics and Appliance Rental","all"
"53222","Formal Wear and Costume Rental","all"
"532220","Formal Wear and Costume Rental","all"
"53223","Video Tape and Disc Rental","all"
"532230","Video Tape and Disc Rental","all"
"53229","Other Consumer Goods Rental","all"
"532290","Other Consumer Goods Rental","CAN"
"532291","Home Health Equipment Rental","US"
"532292","Recreational Goods Rental","US"
"532299","All Other Consumer Goods Rental","US"
"5323","General Rental Centres","all"
"53231","General Rental Centres","all"
"532310","General Rental Centres","all"
"5324","Commercial and Industrial Machinery and Equipment Rental and Leasing","all"
"53241","Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing","all"
"532410","Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing","CAN"
"532411","Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing","US"
"532412","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing","US"
"53242","Office Machinery and Equipment Rental and Leasing","all"
"532420","Office Machinery and Equipment Rental and Leasing","all"
"53249","Other Commercial and Industrial Machinery and Equipment Rental and Leasing","all"
"532490","Other Commercial and Industrial Machinery and Equipment Rental and Leasing","all"
"533","Lessors of Non-Financial Intangible Assets (Except Copyrighted Works)","all"
"5331","Lessors of Non-Financial Intangible Assets (Except Copyrighted Works)","all"
"53311","Lessors of Non-Financial Intangible Assets (Except Copyrighted Works)","all"
"533110","Lessors of Non-Financial Intangible Assets (Except Copyrighted Works)","all"
"54","Professional, Scientific and Technical Services","all"
"541","Professional, Scientific and Technical Services","all"
"5411","Legal Services","all"
"54111","Offices of Lawyers","all"
"541110","Offices of Lawyers","all"
"54112","Offices of Notaries","all"
"541120","Offices of Notaries","all"
"54119","Other Legal Services","all"
"541190","Other Legal Services","CAN"
"541191","Title Abstract and Settlement Offices","US"
"541199","All Other Legal Services","US"
"5412","Accounting, Tax Preparation, Bookkeeping and Payroll Services","all"
"54121","Accounting, Tax Preparation, Bookkeeping and Payroll Services","all"
"541211","Offices of Certified Public Accountants","US"
"541212","Offices of Accountants","CAN"
"541213","Tax Preparation Services","all"
"541214","Payroll Services","US"
"541215","Bookkeeping, Payroll and Related Services","CAN"
"541219","Other Accounting Services","US"
"5413","Architectural, Engineering and Related Services","all"
"54131","Architectural Services","all"
"541310","Architectural Services","all"
"54132","Landscape Architectural Services","all"
"541320","Landscape Architectural Services","all"
"54133","Engineering Services","all"
"541330","Engineering Services","all"
"54134","Drafting Services","all"
"541340","Drafting Services","all"
"54135","Building Inspection Services","all"
"541350","Building Inspection Services","all"
"54136","Geophysical Surveying and Mapping Services","all"
"541360","Geophysical Surveying and Mapping Services","all"
"54137","Surveying and Mapping (except Geophysical) Services","all"
"541370","Surveying and Mapping (except Geophysical) Services","all"
"54138","Testing Laboratories","all"
"541380","Testing Laboratories","all"
"5414","Specialized Design Services","all"
"54141","Interior Design Services","all"
"541410","Interior Design Services","all"
"54142","Industrial Design Services","all"
"541420","Industrial Design Services","all"
"54143","Graphic Design Services","all"
"541430","Graphic Design Services","all"
"54149","Other Specialized Design Services","all"
"541490","Other Specialized Design Services","all"
"5415","Computer Systems Design and Related Services","all"
"54151","Computer Systems Design and Related Services","all"
"541510","Computer Systems Design and Related Services","CAN"
"541511","Custom Computer Programming Services","US"
"541512","Computer Systems Design Services","US"
"541513","Computer Facilities Management Services","US"
"541519","Other Computer Related Services","US"
"5416","Management, Scientific and Technical Consulting Services","all"
"54161","Management Consulting Services","all"
"541611","Administrative Management and General Management Consulting Services","all"
"541612","Human Resource and Executive Search Consulting Services","all"
"541613","Marketing Consulting Services","US"
"541614","Process, Physical Distribution, and Logistics Consulting Services","US"
"541618","Other Management Consulting Services","US"
"541619","Other Management Consulting Services","CAN"
"54162","Environmental Consulting Services","all"
"541620","Environmental Consulting Services","all"
"54169","Other Scientific and Technical Consulting Services","all"
"541690","Other Scientific and Technical Consulting Services","all"
"5417","Scientific Research and Development Services","all"
"54171","Research and Development in the Physical, Engineering and Life Sciences","all"
"541710","Research and Development in the Physical, Engineering and Life Sciences","all"
